,value
2622,pct_where_patients_gp_was_registered_f41230_0_0
2623,pct_where_patients_gp_was_registered_f41230_0_1
2624,pct_where_patients_gp_was_registered_f41230_0_2
2625,pct_where_patients_gp_was_registered_f41230_0_3
2626,pct_where_patients_gp_was_registered_f41230_0_4
2627,pct_where_patients_gp_was_registered_f41230_0_5
2628,pct_where_patients_gp_was_registered_f41230_0_6
2629,pct_where_patients_gp_was_registered_f41230_0_7
2630,hospital_episode_type_f41231_0_0
2631,hospital_episode_type_f41231_0_1
2632,hospital_episode_type_f41231_0_2
2633,administrative_and_legal_stat_f41232_0_0
2634,administrative_and_legal_stat_f41232_0_1
2635,administrative_and_legal_stat_f41232_0_2
2636,administrative_and_legal_stat_f41232_0_3
2637,sources_of_admission_to_hospital_polymorphic_f41233_0_0
2638,sources_of_admission_to_hospital_polymorphic_f41233_0_1
2639,sources_of_admission_to_hospital_polymorphic_f41233_0_2
2640,sources_of_admission_to_hospital_polymorphic_f41233_0_3
2641,sources_of_admission_to_hospital_polymorphic_f41233_0_4
2642,sources_of_admission_to_hospital_polymorphic_f41233_0_5
2643,sources_of_admission_to_hospital_polymorphic_f41233_0_6
2644,sources_of_admission_to_hospital_polymorphic_f41233_0_7
2645,sources_of_admission_to_hospital_polymorphic_f41233_0_8
2646,sources_of_admission_to_hospital_polymorphic_f41233_0_9
2647,sources_of_admission_to_hospital_polymorphic_f41233_0_10
2648,sources_of_admission_to_hospital_polymorphic_f41233_0_11
2649,sources_of_admission_to_hospital_polymorphic_f41233_0_12
2650,sources_of_admission_to_hospital_polymorphic_f41233_0_13
2651,sources_of_admission_to_hospital_polymorphic_f41233_0_14
2652,spells_in_hospital_f41235_0_0
2653,intended_management_of_patient_recoded_f41244_0_0
2654,intended_management_of_patient_recoded_f41244_0_1
2655,intended_management_of_patient_recoded_f41244_0_2
2656,intended_management_of_patient_recoded_f41244_0_3
2657,intended_management_of_patient_recoded_f41244_0_4
2658,intended_management_of_patient_recoded_f41244_0_5
2659,intended_management_of_patient_recoded_f41244_0_6
2660,main_speciality_of_consultant_recoded_f41245_0_0
2661,main_speciality_of_consultant_recoded_f41245_0_1
2662,main_speciality_of_consultant_recoded_f41245_0_2
2663,main_speciality_of_consultant_recoded_f41245_0_3
2664,main_speciality_of_consultant_recoded_f41245_0_4
2665,main_speciality_of_consultant_recoded_f41245_0_5
2666,main_speciality_of_consultant_recoded_f41245_0_6
2667,main_speciality_of_consultant_recoded_f41245_0_7
2668,main_speciality_of_consultant_recoded_f41245_0_8
2669,main_speciality_of_consultant_recoded_f41245_0_9
2670,main_speciality_of_consultant_recoded_f41245_0_10
2671,main_speciality_of_consultant_recoded_f41245_0_11
2672,main_speciality_of_consultant_recoded_f41245_0_12
2673,main_speciality_of_consultant_recoded_f41245_0_13
2674,main_speciality_of_consultant_recoded_f41245_0_14
2675,main_speciality_of_consultant_recoded_f41245_0_15
2676,main_speciality_of_consultant_recoded_f41245_0_16
2677,main_speciality_of_consultant_recoded_f41245_0_17
2678,main_speciality_of_consultant_recoded_f41245_0_18
2679,treatment_speciality_of_consultant_recoded_f41246_0_0
2680,treatment_speciality_of_consultant_recoded_f41246_0_1
2681,treatment_speciality_of_consultant_recoded_f41246_0_2
2682,treatment_speciality_of_consultant_recoded_f41246_0_3
2683,treatment_speciality_of_consultant_recoded_f41246_0_4
2684,treatment_speciality_of_consultant_recoded_f41246_0_5
2685,treatment_speciality_of_consultant_recoded_f41246_0_6
2686,treatment_speciality_of_consultant_recoded_f41246_0_7
2687,treatment_speciality_of_consultant_recoded_f41246_0_8
2688,treatment_speciality_of_consultant_recoded_f41246_0_9
2689,treatment_speciality_of_consultant_recoded_f41246_0_10
2690,treatment_speciality_of_consultant_recoded_f41246_0_11
2691,treatment_speciality_of_consultant_recoded_f41246_0_12
2692,treatment_speciality_of_consultant_recoded_f41246_0_13
2693,treatment_speciality_of_consultant_recoded_f41246_0_14
2694,treatment_speciality_of_consultant_recoded_f41246_0_15
2695,treatment_speciality_of_consultant_recoded_f41246_0_16
2696,treatment_speciality_of_consultant_recoded_f41246_0_17
2697,treatment_speciality_of_consultant_recoded_f41246_0_18
2698,treatment_speciality_of_consultant_recoded_f41246_0_19
2699,treatment_speciality_of_consultant_recoded_f41246_0_20
2700,treatment_speciality_of_consultant_recoded_f41246_0_21
2701,patient_classification_on_admission_recoded_f41247_0_0
2702,patient_classification_on_admission_recoded_f41247_0_1
2703,patient_classification_on_admission_recoded_f41247_0_2
2704,patient_classification_on_admission_recoded_f41247_0_3
2705,patient_classification_on_admission_recoded_f41247_0_4
2706,patient_classification_on_admission_recoded_f41247_0_5
2707,patient_classification_on_admission_recoded_f41247_0_6
2708,destinations_on_discharge_from_hospital_recoded_f41248_0_0
2709,destinations_on_discharge_from_hospital_recoded_f41248_0_1
2710,destinations_on_discharge_from_hospital_recoded_f41248_0_2
2711,destinations_on_discharge_from_hospital_recoded_f41248_0_3
2712,destinations_on_discharge_from_hospital_recoded_f41248_0_4
2713,destinations_on_discharge_from_hospital_recoded_f41248_0_5
2714,destinations_on_discharge_from_hospital_recoded_f41248_0_6
2715,destinations_on_discharge_from_hospital_recoded_f41248_0_7
2716,destinations_on_discharge_from_hospital_recoded_f41248_0_8
2717,destinations_on_discharge_from_hospital_recoded_f41248_0_9
2718,methods_of_admission_to_hospital_recoded_f41249_0_0
2719,methods_of_admission_to_hospital_recoded_f41249_0_1
2720,methods_of_admission_to_hospital_recoded_f41249_0_2
2721,methods_of_admission_to_hospital_recoded_f41249_0_3
2722,methods_of_admission_to_hospital_recoded_f41249_0_4
2723,methods_of_admission_to_hospital_recoded_f41249_0_5
2724,methods_of_admission_to_hospital_recoded_f41249_0_6
2725,methods_of_admission_to_hospital_recoded_f41249_0_7
2726,methods_of_admission_to_hospital_recoded_f41249_0_8
2727,methods_of_admission_to_hospital_recoded_f41249_0_9
2728,methods_of_admission_to_hospital_recoded_f41249_0_10
2729,methods_of_admission_to_hospital_recoded_f41249_0_11
2730,methods_of_discharge_from_hospital_recoded_f41250_0_0
2731,methods_of_discharge_from_hospital_recoded_f41250_0_1
2732,methods_of_discharge_from_hospital_recoded_f41250_0_2
2733,methods_of_discharge_from_hospital_recoded_f41250_0_3
2734,methods_of_discharge_from_hospital_recoded_f41250_0_4
2735,methods_of_discharge_from_hospital_recoded_f41250_0_5
2736,sources_of_admission_to_hospital_recoded_f41251_0_0
2737,sources_of_admission_to_hospital_recoded_f41251_0_1
2738,sources_of_admission_to_hospital_recoded_f41251_0_2
2739,sources_of_admission_to_hospital_recoded_f41251_0_3
2740,sources_of_admission_to_hospital_recoded_f41251_0_4
2741,sources_of_admission_to_hospital_recoded_f41251_0_5
2742,sources_of_admission_to_hospital_recoded_f41251_0_6
2743,sources_of_admission_to_hospital_recoded_f41251_0_7
2744,sources_of_admission_to_hospital_recoded_f41251_0_8
2745,sources_of_admission_to_hospital_recoded_f41251_0_9
2746,sources_of_admission_to_hospital_recoded_f41251_0_10
2747,inpatient_record_format_f41253_0_0
2748,inpatient_record_format_f41253_0_1
2749,inpatient_record_format_f41253_0_2
2750,inpatient_record_format_f41253_0_3
2751,inpatient_record_format_f41253_0_4
2752,operative_procedures_main_opcs3_f41256_0_0
2753,operative_procedures_main_opcs3_f41256_0_1
2754,operative_procedures_main_opcs3_f41256_0_2
2755,operative_procedures_main_opcs3_f41256_0_3
2756,operative_procedures_main_opcs3_f41256_0_4
2757,operative_procedures_main_opcs3_f41256_0_5
2758,operative_procedures_main_opcs3_f41256_0_6
2759,operative_procedures_main_opcs3_f41256_0_7
2760,operative_procedures_main_opcs3_f41256_0_8
2761,operative_procedures_main_opcs3_f41256_0_9
2762,operative_procedures_main_opcs3_f41256_0_10
2763,operative_procedures_main_opcs3_f41256_0_11
2764,operative_procedures_main_opcs3_f41256_0_12
2765,date_of_first_operative_procedure_main_opcs3_f41257_0_0
2766,date_of_first_operative_procedure_main_opcs3_f41257_0_1
2767,date_of_first_operative_procedure_main_opcs3_f41257_0_2
2768,date_of_first_operative_procedure_main_opcs3_f41257_0_3
2769,date_of_first_operative_procedure_main_opcs3_f41257_0_4
2770,date_of_first_operative_procedure_main_opcs3_f41257_0_5
2771,date_of_first_operative_procedure_main_opcs3_f41257_0_6
2772,date_of_first_operative_procedure_main_opcs3_f41257_0_7
2773,date_of_first_operative_procedure_main_opcs3_f41257_0_8
2774,date_of_first_operative_procedure_main_opcs3_f41257_0_9
2775,date_of_first_operative_procedure_main_opcs3_f41257_0_10
2776,date_of_first_operative_procedure_main_opcs3_f41257_0_11
2777,date_of_first_operative_procedure_main_opcs3_f41257_0_12
2778,operative_procedures_secondary_opcs3_f41258_0_0
2779,operative_procedures_secondary_opcs3_f41258_0_1
2780,operative_procedures_secondary_opcs3_f41258_0_2
2781,operative_procedures_secondary_opcs3_f41258_0_3
2782,operative_procedures_secondary_opcs3_f41258_0_4
2783,date_of_first_operative_procedure_main_opcs4_f41260_0_0
2784,date_of_first_operative_procedure_main_opcs4_f41260_0_1
2785,date_of_first_operative_procedure_main_opcs4_f41260_0_2
2786,date_of_first_operative_procedure_main_opcs4_f41260_0_3
2787,date_of_first_operative_procedure_main_opcs4_f41260_0_4
2788,date_of_first_operative_procedure_main_opcs4_f41260_0_5
2789,date_of_first_operative_procedure_main_opcs4_f41260_0_6
2790,date_of_first_operative_procedure_main_opcs4_f41260_0_7
2791,date_of_first_operative_procedure_main_opcs4_f41260_0_8
2792,date_of_first_operative_procedure_main_opcs4_f41260_0_9
2793,date_of_first_operative_procedure_main_opcs4_f41260_0_10
2794,date_of_first_operative_procedure_main_opcs4_f41260_0_11
2795,date_of_first_operative_procedure_main_opcs4_f41260_0_12
2796,date_of_first_operative_procedure_main_opcs4_f41260_0_13
2797,date_of_first_operative_procedure_main_opcs4_f41260_0_14
2798,date_of_first_operative_procedure_main_opcs4_f41260_0_15
2799,date_of_first_operative_procedure_main_opcs4_f41260_0_16
2800,date_of_first_operative_procedure_main_opcs4_f41260_0_17
2801,date_of_first_operative_procedure_main_opcs4_f41260_0_18
2802,date_of_first_operative_procedure_main_opcs4_f41260_0_19
2803,date_of_first_operative_procedure_main_opcs4_f41260_0_20
2804,date_of_first_operative_procedure_main_opcs4_f41260_0_21
2805,date_of_first_operative_procedure_main_opcs4_f41260_0_22
2806,date_of_first_operative_procedure_main_opcs4_f41260_0_23
2807,date_of_first_operative_procedure_main_opcs4_f41260_0_24
2808,date_of_first_operative_procedure_main_opcs4_f41260_0_25
2809,date_of_first_operative_procedure_main_opcs4_f41260_0_26
2810,date_of_first_operative_procedure_main_opcs4_f41260_0_27
2811,date_of_first_operative_procedure_main_opcs4_f41260_0_28
2812,date_of_first_operative_procedure_main_opcs4_f41260_0_29
2813,date_of_first_operative_procedure_main_opcs4_f41260_0_30
2814,date_of_first_operative_procedure_main_opcs4_f41260_0_31
2815,date_of_first_operative_procedure_main_opcs4_f41260_0_32
2816,date_of_first_operative_procedure_main_opcs4_f41260_0_33
2817,date_of_first_operative_procedure_main_opcs4_f41260_0_34
2818,date_of_first_operative_procedure_main_opcs4_f41260_0_35
2819,date_of_first_operative_procedure_main_opcs4_f41260_0_36
2820,date_of_first_operative_procedure_main_opcs4_f41260_0_37
2821,date_of_first_operative_procedure_main_opcs4_f41260_0_38
2822,date_of_first_operative_procedure_main_opcs4_f41260_0_39
2823,date_of_first_operative_procedure_main_opcs4_f41260_0_40
2824,date_of_first_operative_procedure_main_opcs4_f41260_0_41
2825,date_of_first_operative_procedure_main_opcs4_f41260_0_42
2826,date_of_first_operative_procedure_main_opcs4_f41260_0_43
2827,date_of_first_operative_procedure_main_opcs4_f41260_0_44
2828,date_of_first_operative_procedure_main_opcs4_f41260_0_45
2829,date_of_first_operative_procedure_main_opcs4_f41260_0_46
2830,date_of_first_operative_procedure_main_opcs4_f41260_0_47
2831,date_of_first_operative_procedure_main_opcs4_f41260_0_48
2832,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_0
2833,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_1
2834,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_2
2835,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_3
2836,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_4
2837,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_5
2838,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_6
2839,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_7
2840,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_8
2841,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_9
2842,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_10
2843,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_11
2844,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_12
2845,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_13
2846,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_14
2847,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_15
2848,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_16
2849,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_17
2850,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_18
2851,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_19
2852,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_20
2853,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_21
2854,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_22
2855,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_23
2856,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_24
2857,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_25
2858,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_26
2859,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_27
2860,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_28
2861,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_29
2862,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_30
2863,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_31
2864,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_32
2865,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_33
2866,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_34
2867,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_35
2868,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_36
2869,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_37
2870,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_38
2871,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_39
2872,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_40
2873,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_41
2874,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_42
2875,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_43
2876,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_44
2877,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_45
2878,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_46
2879,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_47
2880,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_48
2881,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_49
2882,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_50
2883,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_51
2884,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_52
2885,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_53
2886,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_54
2887,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_55
2888,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_56
2889,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_57
2890,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_58
2891,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_59
2892,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_60
2893,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_61
2894,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_62
2895,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_63
2896,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_64
2897,date_of_first_inpatient_diagnosis_main_icd10_f41262_0_65
2898,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_0
2899,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_1
2900,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_2
2901,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_3
2902,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_4
2903,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_5
2904,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_6
2905,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_7
2906,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_8
2907,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_9
2908,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_10
2909,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_11
2910,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_12
2911,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_13
2912,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_14
2913,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_15
2914,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_16
2915,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_17
2916,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_18
2917,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_19
2918,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_20
2919,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_21
2920,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_22
2921,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_23
2922,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_24
2923,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_25
2924,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_26
2925,date_of_first_inpatient_diagnosis_main_icd9_f41263_0_27
2926,diagnoses_icd10_f41270_0_0
2927,diagnoses_icd10_f41270_0_1
2928,diagnoses_icd10_f41270_0_2
2929,diagnoses_icd10_f41270_0_3
2930,diagnoses_icd10_f41270_0_4
2931,diagnoses_icd10_f41270_0_5
2932,diagnoses_icd10_f41270_0_6
2933,diagnoses_icd10_f41270_0_7
2934,diagnoses_icd10_f41270_0_8
2935,diagnoses_icd10_f41270_0_9
2936,diagnoses_icd10_f41270_0_10
2937,diagnoses_icd10_f41270_0_11
2938,diagnoses_icd10_f41270_0_12
2939,diagnoses_icd10_f41270_0_13
2940,diagnoses_icd10_f41270_0_14
2941,diagnoses_icd10_f41270_0_15
2942,diagnoses_icd10_f41270_0_16
2943,diagnoses_icd10_f41270_0_17
2944,diagnoses_icd10_f41270_0_18
2945,diagnoses_icd10_f41270_0_19
2946,diagnoses_icd10_f41270_0_20
2947,diagnoses_icd10_f41270_0_21
2948,diagnoses_icd10_f41270_0_22
2949,diagnoses_icd10_f41270_0_23
2950,diagnoses_icd10_f41270_0_24
2951,diagnoses_icd10_f41270_0_25
2952,diagnoses_icd10_f41270_0_26
2953,diagnoses_icd10_f41270_0_27
2954,diagnoses_icd10_f41270_0_28
2955,diagnoses_icd10_f41270_0_29
2956,diagnoses_icd10_f41270_0_30
2957,diagnoses_icd10_f41270_0_31
2958,diagnoses_icd10_f41270_0_32
2959,diagnoses_icd10_f41270_0_33
2960,diagnoses_icd10_f41270_0_34
2961,diagnoses_icd10_f41270_0_35
2962,diagnoses_icd10_f41270_0_36
2963,diagnoses_icd10_f41270_0_37
2964,diagnoses_icd10_f41270_0_38
2965,diagnoses_icd10_f41270_0_39
2966,diagnoses_icd10_f41270_0_40
2967,diagnoses_icd10_f41270_0_41
2968,diagnoses_icd10_f41270_0_42
2969,diagnoses_icd10_f41270_0_43
2970,diagnoses_icd10_f41270_0_44
2971,diagnoses_icd10_f41270_0_45
2972,diagnoses_icd10_f41270_0_46
2973,diagnoses_icd10_f41270_0_47
2974,diagnoses_icd10_f41270_0_48
2975,diagnoses_icd10_f41270_0_49
2976,diagnoses_icd10_f41270_0_50
2977,diagnoses_icd10_f41270_0_51
2978,diagnoses_icd10_f41270_0_52
2979,diagnoses_icd10_f41270_0_53
2980,diagnoses_icd10_f41270_0_54
2981,diagnoses_icd10_f41270_0_55
2982,diagnoses_icd10_f41270_0_56
2983,diagnoses_icd10_f41270_0_57
2984,diagnoses_icd10_f41270_0_58
2985,diagnoses_icd10_f41270_0_59
2986,diagnoses_icd10_f41270_0_60
2987,diagnoses_icd10_f41270_0_61
2988,diagnoses_icd10_f41270_0_62
2989,diagnoses_icd10_f41270_0_63
2990,diagnoses_icd10_f41270_0_64
2991,diagnoses_icd10_f41270_0_65
2992,diagnoses_icd10_f41270_0_66
2993,diagnoses_icd10_f41270_0_67
2994,diagnoses_icd10_f41270_0_68
2995,diagnoses_icd10_f41270_0_69
2996,diagnoses_icd10_f41270_0_70
2997,diagnoses_icd10_f41270_0_71
2998,diagnoses_icd10_f41270_0_72
2999,diagnoses_icd10_f41270_0_73
3000,diagnoses_icd10_f41270_0_74
3001,diagnoses_icd10_f41270_0_75
3002,diagnoses_icd10_f41270_0_76
3003,diagnoses_icd10_f41270_0_77
3004,diagnoses_icd10_f41270_0_78
3005,diagnoses_icd10_f41270_0_79
3006,diagnoses_icd10_f41270_0_80
3007,diagnoses_icd10_f41270_0_81
3008,diagnoses_icd10_f41270_0_82
3009,diagnoses_icd10_f41270_0_83
3010,diagnoses_icd10_f41270_0_84
3011,diagnoses_icd10_f41270_0_85
3012,diagnoses_icd10_f41270_0_86
3013,diagnoses_icd10_f41270_0_87
3014,diagnoses_icd10_f41270_0_88
3015,diagnoses_icd10_f41270_0_89
3016,diagnoses_icd10_f41270_0_90
3017,diagnoses_icd10_f41270_0_91
3018,diagnoses_icd10_f41270_0_92
3019,diagnoses_icd10_f41270_0_93
3020,diagnoses_icd10_f41270_0_94
3021,diagnoses_icd10_f41270_0_95
3022,diagnoses_icd10_f41270_0_96
3023,diagnoses_icd10_f41270_0_97
3024,diagnoses_icd10_f41270_0_98
3025,diagnoses_icd10_f41270_0_99
3026,diagnoses_icd10_f41270_0_100
3027,diagnoses_icd10_f41270_0_101
3028,diagnoses_icd10_f41270_0_102
3029,diagnoses_icd10_f41270_0_103
3030,diagnoses_icd10_f41270_0_104
3031,diagnoses_icd10_f41270_0_105
3032,diagnoses_icd10_f41270_0_106
3033,diagnoses_icd10_f41270_0_107
3034,diagnoses_icd10_f41270_0_108
3035,diagnoses_icd10_f41270_0_109
3036,diagnoses_icd10_f41270_0_110
3037,diagnoses_icd10_f41270_0_111
3038,diagnoses_icd10_f41270_0_112
3039,diagnoses_icd10_f41270_0_113
3040,diagnoses_icd10_f41270_0_114
3041,diagnoses_icd10_f41270_0_115
3042,diagnoses_icd10_f41270_0_116
3043,diagnoses_icd10_f41270_0_117
3044,diagnoses_icd10_f41270_0_118
3045,diagnoses_icd10_f41270_0_119
3046,diagnoses_icd10_f41270_0_120
3047,diagnoses_icd10_f41270_0_121
3048,diagnoses_icd10_f41270_0_122
3049,diagnoses_icd10_f41270_0_123
3050,diagnoses_icd10_f41270_0_124
3051,diagnoses_icd10_f41270_0_125
3052,diagnoses_icd10_f41270_0_126
3053,diagnoses_icd10_f41270_0_127
3054,diagnoses_icd10_f41270_0_128
3055,diagnoses_icd10_f41270_0_129
3056,diagnoses_icd10_f41270_0_130
3057,diagnoses_icd10_f41270_0_131
3058,diagnoses_icd10_f41270_0_132
3059,diagnoses_icd10_f41270_0_133
3060,diagnoses_icd10_f41270_0_134
3061,diagnoses_icd10_f41270_0_135
3062,diagnoses_icd10_f41270_0_136
3063,diagnoses_icd10_f41270_0_137
3064,diagnoses_icd10_f41270_0_138
3065,diagnoses_icd10_f41270_0_139
3066,diagnoses_icd10_f41270_0_140
3067,diagnoses_icd10_f41270_0_141
3068,diagnoses_icd10_f41270_0_142
3069,diagnoses_icd10_f41270_0_143
3070,diagnoses_icd10_f41270_0_144
3071,diagnoses_icd10_f41270_0_145
3072,diagnoses_icd10_f41270_0_146
3073,diagnoses_icd10_f41270_0_147
3074,diagnoses_icd10_f41270_0_148
3075,diagnoses_icd10_f41270_0_149
3076,diagnoses_icd10_f41270_0_150
3077,diagnoses_icd10_f41270_0_151
3078,diagnoses_icd10_f41270_0_152
3079,diagnoses_icd10_f41270_0_153
3080,diagnoses_icd10_f41270_0_154
3081,diagnoses_icd10_f41270_0_155
3082,diagnoses_icd10_f41270_0_156
3083,diagnoses_icd10_f41270_0_157
3084,diagnoses_icd10_f41270_0_158
3085,diagnoses_icd10_f41270_0_159
3086,diagnoses_icd10_f41270_0_160
3087,diagnoses_icd10_f41270_0_161
3088,diagnoses_icd10_f41270_0_162
3089,diagnoses_icd10_f41270_0_163
3090,diagnoses_icd10_f41270_0_164
3091,diagnoses_icd10_f41270_0_165
3092,diagnoses_icd10_f41270_0_166
3093,diagnoses_icd10_f41270_0_167
3094,diagnoses_icd10_f41270_0_168
3095,diagnoses_icd10_f41270_0_169
3096,diagnoses_icd10_f41270_0_170
3097,diagnoses_icd10_f41270_0_171
3098,diagnoses_icd10_f41270_0_172
3099,diagnoses_icd10_f41270_0_173
3100,diagnoses_icd10_f41270_0_174
3101,diagnoses_icd10_f41270_0_175
3102,diagnoses_icd10_f41270_0_176
3103,diagnoses_icd10_f41270_0_177
3104,diagnoses_icd10_f41270_0_178
3105,diagnoses_icd10_f41270_0_179
3106,diagnoses_icd10_f41270_0_180
3107,diagnoses_icd10_f41270_0_181
3108,diagnoses_icd10_f41270_0_182
3109,diagnoses_icd10_f41270_0_183
3110,diagnoses_icd10_f41270_0_184
3111,diagnoses_icd10_f41270_0_185
3112,diagnoses_icd10_f41270_0_186
3113,diagnoses_icd10_f41270_0_187
3114,diagnoses_icd10_f41270_0_188
3115,diagnoses_icd10_f41270_0_189
3116,diagnoses_icd10_f41270_0_190
3117,diagnoses_icd10_f41270_0_191
3118,diagnoses_icd10_f41270_0_192
3119,diagnoses_icd10_f41270_0_193
3120,diagnoses_icd10_f41270_0_194
3121,diagnoses_icd10_f41270_0_195
3122,diagnoses_icd10_f41270_0_196
3123,diagnoses_icd10_f41270_0_197
3124,diagnoses_icd10_f41270_0_198
3125,diagnoses_icd10_f41270_0_199
3126,diagnoses_icd10_f41270_0_200
3127,diagnoses_icd10_f41270_0_201
3128,diagnoses_icd10_f41270_0_202
3129,diagnoses_icd10_f41270_0_203
3130,diagnoses_icd10_f41270_0_204
3131,diagnoses_icd10_f41270_0_205
3132,diagnoses_icd10_f41270_0_206
3133,diagnoses_icd10_f41270_0_207
3134,diagnoses_icd10_f41270_0_208
3135,diagnoses_icd10_f41270_0_209
3136,diagnoses_icd10_f41270_0_210
3137,diagnoses_icd10_f41270_0_211
3138,diagnoses_icd10_f41270_0_212
3139,diagnoses_icd9_f41271_0_0
3140,diagnoses_icd9_f41271_0_1
3141,diagnoses_icd9_f41271_0_2
3142,diagnoses_icd9_f41271_0_3
3143,diagnoses_icd9_f41271_0_4
3144,diagnoses_icd9_f41271_0_5
3145,diagnoses_icd9_f41271_0_6
3146,diagnoses_icd9_f41271_0_7
3147,diagnoses_icd9_f41271_0_8
3148,diagnoses_icd9_f41271_0_9
3149,diagnoses_icd9_f41271_0_10
3150,diagnoses_icd9_f41271_0_11
3151,diagnoses_icd9_f41271_0_12
3152,diagnoses_icd9_f41271_0_13
3153,diagnoses_icd9_f41271_0_14
